,temperature,humidity,ph,rainfall,label
0,20.87974371,82.00274423,6.502985292000001,202.9355362,28
1,21.77046169,80.31964408,7.038096361,226.6555374,28
2,23.00445915,82.3207629,7.840207144,263.96424759999996,28
3,26.49109635,80.15836264,6.980400905,242.86403419999996,28
4,20.13017482,81.60487287,7.628472891,262.7173405,28
5,23.05804872,83.37011772,7.073453503,251.05499980000002,28
6,22.70883798,82.63941394,5.70080568,271.3248604,28
7,20.27774362,82.89408619,5.718627177999999,241.97419490000001,28
8,24.51588066,83.53521629999999,6.685346424,230.4462359,28
9,23.22397386,83.03322691,6.336253525,221.2091958,28
10,26.52723513,81.41753846,5.386167788,264.6148697,28
11,23.97898217,81.45061596,7.50283396,250.0832336,28
12,26.80079604,80.88684822,5.108681786,284.4364567,28
13,24.01497622,82.05687182,6.98435366,185.2773389,28
14,25.66585205,80.66385045,6.94801983,209.58697080000002,28
15,24.28209415,80.30025587,7.042299068999999,231.0863347,28
16,21.58711777,82.7883708,6.2490506560000005,276.65524589999995,28
17,23.79391957,80.41817957,6.970859754,206.2611855,28
18,21.8652524,80.1923008,5.953933276,224.55501690000003,28
19,23.57943626,83.58760316,5.85393208,291.29866180000005,28
20,21.32504158,80.47476396,6.442475375,185.49747319999997,28
21,25.15745531,83.11713476,5.070175667,231.38431630000002,28
22,21.94766735,80.97384195,6.012632591,213.3560921,28
23,21.0525355,82.67839517,6.254028451,233.1075816,28
24,23.48381344,81.33265073,7.375482851,224.0581164,28
25,25.0756354,80.52389148,7.778915154,257.0038865,28
26,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,28
27,24.52922681,80.54498576,7.070959995,260.2634026,28
28,20.77576147,84.49774397,6.244841491,240.08106469999998,28
29,22.30157427,80.64416466,6.043304899,197.97912150000002,28
30,21.44653958,84.94375962,5.824709117,272.2017204,28
31,22.17931888,80.33127223,6.3573893660000005,200.0882787,28
32,24.52783742,82.73685569,6.364134967999999,224.67572310000003,28
33,20.26707606,81.63895217,5.01450727,270.4417274,28
34,25.7354293,83.88266234,6.149410611,233.1321372,28
35,26.79533926,82.1480873,5.950660556,193.34739869999999,28
36,26.75754171,81.17734011,5.960370061,272.29990560000005,28
37,23.86330467,83.15250801,5.561398642,285.2493645,28
38,21.01944696,82.95221726,7.416245107000001,298.40184710000005,28
39,24.17298839,83.7287574,5.583370042,257.0343554,28
40,22.78133816,82.06719137,6.430010215,248.7183228,28
41,25.62980105,83.52842314,5.534878156,209.9001977,28
42,25.59704938,80.14509262,6.903985986,200.834898,28
43,23.83067496,84.81360127,6.271478837999999,298.5601175,28
44,26.31355498,82.36698992,7.224285503,265.5355937,28
45,24.8972823,80.52586088,6.13428721,183.6793207,28
46,24.958779,84.47963372,5.206373153,196.95600080000003,28
47,23.24113501,84.59201843,7.782051312999999,233.0453455,28
48,21.66628296,80.70960551,7.062779015,210.8142087,28
49,24.63544858,80.41363018,7.730367824,253.7202781,28
50,23.43121862,83.06310136,5.286203711000001,219.9048349,28
51,20.0454142,80.3477562,6.766240045,208.5810155,28
52,23.85724032,82.22572988,7.382762603,195.0948311,28
53,21.97199397,81.89918197,5.658169482000001,227.3637009,28
54,26.22916897,83.83625819,5.543360237999999,286.5083725,28
55,23.44676801,84.79352417,6.215109715,283.9338466,28
56,25.65553461,83.47021081,7.120272972,217.37885830000002,28
57,24.44345477,82.45432595,5.950647577000001,267.97619480000003,28
58,20.2801937,82.1235421,7.236705436,191.95357380000002,28
59,21.7238313,80.2389895,6.501697816,277.9626192,28
60,20.41447029,82.20802629,7.592490617,245.1511304,28
61,25.75528612,83.51827127,5.875345751,245.6626799,28
62,20.61521424,83.77345559,6.932400225,279.54517169999997,28
63,21.84106875,80.72886384,6.946209881000001,202.38383190000002,28
64,20.08369642,83.29114712,5.739175027000001,263.6372176,28
65,24.45802087,82.74835604,6.738652179,182.5616319,28
66,21.14347496,80.33502926,5.5948196260000005,198.67309419999998,28
67,25.78720567,82.11124033,6.946636369,243.5120414,28
68,23.64124821,80.28597873,5.012139669,263.1103304,28
69,23.43191632,80.56887849,6.363472207999999,269.5039162,28
70,24.97669518,83.891805,6.8804312229999995,204.8001847,28
71,22.72791041,82.17068809999999,7.300410836,260.8875056,28
72,24.87300744,82.84022551,6.587918707999999,295.60944920000003,28
73,21.32376327,83.00320459,7.283736617000001,192.31975359999998,28
74,26.29465461,84.56919326,7.023936392,257.4914906,28
75,22.2286982,81.85872947,6.939083505,278.0791793,28
76,26.73072391,81.78596776,7.868474653,280.4044392,28
77,24.88921174,81.97927117,5.005306977,185.9461429,28
78,26.88444878,81.46033732,6.136131869,194.57665590000002,28
79,22.67846116,83.72874389,7.524080076000001,200.9133156,28
80,26.08867875,80.37979919,5.706943251,182.9043504,28
81,25.42977518,82.94682591,5.758506323,195.35745419999998,28
82,26.40323239,81.05635517,6.349606327,223.36718829999998,28
83,26.04371967,84.96907151,5.9999690260000005,186.7536773,28
84,25.2827223,80.54372813,5.453592032,220.1156708,28
85,22.08576562,83.47038318,6.372576327000001,231.7364957,28
86,23.28617173,81.43321641,5.105588355,242.31706290000002,28
87,25.48591986,81.40633547,5.9353444060000005,182.6549356,28
88,23.67575393,81.03569343,5.17782304,233.7034975,28
89,20.82477109,84.1341879,6.462391607000001,230.22422230000004,28
90,26.92995077,81.91411159,7.069172227,290.67937830000005,28
91,23.83509503,83.88387074,7.473134377,241.20135130000003,28
92,26.52872817,80.12267476,6.158376967000001,218.9163567,28
93,26.46428311,83.85642678,7.549873681,248.2256491,28
94,22.69657794,82.81088865,6.028321557999999,256.9964761,28
95,22.68319059,83.46358271,6.604993475,194.2651719,28
96,21.53346343,82.14004101,6.500343222000001,295.9248796,28
97,21.40865769,83.32931909999999,5.935745417000001,287.57669350000003,28
98,26.54348085,84.67353597,7.072655622,183.62226569999999,28
99,23.35905428,83.59512273,5.333322606,188.41366499999998,28
100,31.48468379,50.66105961,6.898283926,78.67221693,30
101,23.22281906,59.31511313,6.277126912000001,108.65918570000001,30
102,22.72115394,59.08183914,6.777815867999999,96.15004854,30
103,29.1445857,52.03325153,6.636011826,83.12920841,30
104,22.45072926,59.95707274,6.621852926,102.57466490000002,30
105,33.86234244,51.18584832,6.534570427,100.9176088,30
106,26.64588548,57.80160525,6.86457445,101.2399862,30
107,29.36844736,54.46588987,6.661889181,146.99276609999998,30
108,32.88585306,53.10941724,6.403792662000001,82.66761245,30
109,26.16451456,58.42549605,6.478950147000001,114.523192,30
110,32.787438300000005,52.10621259,6.46287051,137.31481730000002,30
111,30.85433994,54.23237016,6.325581948,158.335716,30
112,32.81296537,59.77332042,6.36961687,135.89295800000002,30
113,21.63742097,52.15672023,6.904246873,127.94703999999999,30
114,21.56081364,58.24317828,6.641266386,120.3062225,30
115,24.91898014,56.57494308,6.577047814,157.62541069999997,30
116,23.3675234,51.44040522,6.290553117999999,119.41791609999999,30
117,32.61168513,53.43450388,6.432582812000001,129.0833029,30
118,32.98761855,56.91380716,6.720389552,157.82098290000002,30
119,21.1671627,50.76765874,6.917991832,84.09900369,30
120,32.29245075,57.77217857,6.176585922999999,107.70138030000001,30
121,31.85745209,58.78096546,6.767201101,139.4082228,30
122,20.46228174,52.60336141,6.358830802999999,88.64082953,30
123,30.20210041,50.1380326,6.408720502,159.637369,30
124,32.83804521,57.00195681,6.054040722000001,138.8577307,30
125,28.64841334,56.59916797,6.53954388,136.3002864,30
126,33.20749638,52.51777152,6.54841022,158.90742869999997,30
127,30.8789865,58.21944052,6.546858671,104.79710440000001,30
128,23.26796952,55.62757951,6.230511475,144.790146,30
129,26.92593036,54.04316819,6.593136467000001,102.99435809999999,30
130,33.95209584,59.469916299999994,6.640428943,133.3803746,30
131,20.09136946,53.97223311,6.207077353,125.29422050000001,30
132,26.08577313,56.06768745,6.00834863,152.0998446,30
133,22.09104373,56.25209511,6.875602787999999,84.30277408,30
134,33.95105177,54.15593399,6.3774300010000005,159.70945030000001,30
135,28.53146346,51.51158498,6.86342785,79.13672088,30
136,28.00510977,55.17019342,6.830847712000001,115.44335520000001,30
137,27.04402781,59.13144774,6.2539281010000005,144.133609,30
138,33.13479807,50.01891663,6.689747085,102.08587759999999,30
139,31.61960395,51.08614902,6.583213487,135.2358305,30
140,27.50568957,54.01820397,6.161839979,114.85413059999999,30
141,24.33278733,56.12417545,6.103348652,109.13516809999999,30
142,28.72164631,59.37579557,6.743792045,121.48405279999999,30
143,25.28101255,51.19969856,6.291139182,96.52795631,30
144,30.83055881,56.65623952,6.477394822999999,153.48088959999998,30
145,24.78475421,54.86675337,6.324058546,161.75015990000003,30
146,21.2500493,50.54668411,6.395707486,76.73202842,30
147,22.71147615,51.51443588,6.187386059,82.51483333,30
148,28.98830116,57.96458855,6.598386095,154.10274850000002,30
149,26.66935651,54.10971217,6.094391879,77.69415355,30
150,26.44910438,51.15043087,6.364014181,85.87718731,30
151,25.15272442,51.54767082,6.092065594,100.0629969,30
152,22.15367553,58.34318338,6.624886074,105.7586828,30
153,22.16269576,58.90741579,6.540173202,103.41718320000001,30
154,25.99183159,52.61899038,6.60246342,124.9172678,30
155,27.65509604,53.92601391,6.276107098,85.77839497,30
156,28.59943017,57.85268636,6.159415985,146.3208345,30
157,21.80851548,50.509632200000006,6.5069512860000005,138.213473,30
158,24.586226,50.25912969,6.507618946,98.73003058,30
159,28.75736442,58.85227538,6.226465333999999,116.1287685,30
160,25.53649642,53.97363189,6.178633083999999,89.72013147,30
161,28.86914133,50.50983056,6.457965852999999,89.11392893,30
162,23.20653917,57.75517139,6.326077291,135.6644149,30
163,30.03447137,57.16714071,6.66999862,128.2064115,30
164,22.69094467,53.86422324,6.2132967589999994,140.4013334,30
165,21.8236595,59.64581441,6.849236311,139.1544624,30
166,21.73121202,55.21660738,6.321308622,123.96010919999999,30
167,31.76167796,57.72743864,6.198411713,82.10434989,30
168,31.32720734,54.17967763,6.621678462,144.8018325,30
169,32.25321056,53.68391381,6.804891621,106.07606070000001,30
170,20.40661421,55.50882624,6.476640786,100.659201,30
171,28.913896299999998,54.10859843,6.289688565,153.1256813,30
172,21.3272581,50.74277753,6.0320336779999995,86.54737814,30
173,23.41584543,59.98962806,6.2117392989999995,131.959498,30
174,33.8708865,56.78024695,6.756850847000001,91.72867099,30
175,23.92271434,52.27758641,6.755050225,137.34735669999998,30
176,23.57774533,55.62655185,6.563359707999999,141.3680666,30
177,23.9388272,54.87291737,6.901182567999999,146.6616428,30
178,22.71215545,54.72066163,6.002569182,94.83486133,30
179,27.62626513,52.23017432,6.422694318,100.3168624,30
180,30.88267511,52.69713089,6.97323945,162.9129631,30
181,21.61239794,57.22063124,6.477667597000001,141.8402571,30
182,33.70567542,56.05223695,6.626533863,118.5550251,30
183,29.89576763,58.17888122,6.9490329410000005,159.9218668,30
184,28.39103747,56.64521207,6.268937169,138.0059458,30
185,28.69331555,59.97943297,6.976582042,97.92564513,30
186,24.26818049,52.09864128,6.3492459000000006,95.83816153,30
187,25.41082075,57.40584681,6.535456802000001,92.06522861,30
188,29.83448534,52.92281,6.193914417,79.23405577,30
189,21.43816465,58.82464004,6.410775772999999,128.8619472,30
190,30.34034318,51.68419575,6.841239387999999,90.20001424,30
191,22.40555923,57.23637673,6.68765778,162.88897519999998,30
192,22.66469526,51.51783824,6.298165084,145.3105423,30
193,27.74080015,56.38574223,6.02697455,111.37646720000001,30
194,30.85454844,57.48603099,6.932325656000001,86.40096727,30
